edition,edition_id,year,country,country_noc,gold,silver,bronze,total,Games,City,unique_event_count,unique_athlete_count,unique_male_count,unique_female_count,total_medals_noc_year,host_noc,is_host,is_host_int
2018 Winter Olympics,60,2018,Norway,NOR,14,14,11,39,2018 Winter,0,0.0,0.0,0.0,0.0,0.0,KOR,False,0
2018 Winter Olympics,60,2018,Germany,GER,14,10,7,31,2018 Winter,0,0.0,0.0,0.0,0.0,0.0,KOR,False,0
2018 Winter Olympics,60,2018,Canada,CAN,11,8,10,29,2018 Winter,0,0.0,0.0,0.0,0.0,0.0,KOR,False,0
2018 Winter Olympics,60,2018,Netherlands,NED,8,6,6,20,2018 Winter,0,0.0,0.0,0.0,0.0,0.0,KOR,False,0
2018 Winter Olympics,60,2018,Sweden,SWE,7,6,1,14,2018 Winter,0,0.0,0.0,0.0,0.0,0.0,KOR,False,0
2018 Winter Olympics,60,2018,United States,USA,9,8,6,23,2018 Winter,0,0.0,0.0,0.0,0.0,0.0,KOR,False,0
2018 Winter Olympics,60,2018,Switzerland,SUI,5,6,4,15,2018 Winter,0,0.0,0.0,0.0,0.0,0.0,KOR,False,0
2018 Winter Olympics,60,2018,France,FRA,5,4,6,15,2018 Winter,0,0.0,0.0,0.0,0.0,0.0,KOR,False,0
2018 Winter Olympics,60,2018,Austria,AUT,5,3,6,14,2018 Winter,0,0.0,0.0,0.0,0.0,0.0,KOR,False,0
2018 Winter Olympics,60,2018,Italy,ITA,3,2,5,10,2018 Winter,0,0.0,0.0,0.0,0.0,0.0,KOR,False,0
2018 Winter Olympics,60,2018,ROC,ROC,2,6,9,17,2018 Winter,0,0.0,0.0,0.0,0.0,0.0,KOR,False,0
2018 Winter Olympics,60,2018,Republic of Korea,KOR,5,8,4,17,2018 Winter,0,0.0,0.0,0.0,0.0,0.0,KOR,True,1
2022 Winter Olympics,62,2022,Hungary,HUN,1,0,2,3,2022 Winter,0,0.0,0.0,0.0,0.0,0.0,CHN,False,0
2022 Winter Olympics,62,2022,New Zealand,NZL,2,1,0,3,2022 Winter,0,0.0,0.0,0.0,0.0,0.0,CHN,False,0
2022 Winter Olympics,62,2022,Australia,AUS,1,2,1,4,2022 Winter,0,0.0,0.0,0.0,0.0,0.0,CHN,False,0
2022 Winter Olympics,62,2022,Great Britain,GBR,1,1,0,2,2022 Winter,0,0.0,0.0,0.0,0.0,0.0,CHN,False,0
2022 Winter Olympics,62,2022,Belgium,BEL,1,0,1,2,2022 Winter,0,0.0,0.0,0.0,0.0,0.0,CHN,False,0
2022 Winter Olympics,62,2022,Estonia,EST,0,0,1,1,2022 Winter,0,0.0,0.0,0.0,0.0,0.0,CHN,False,0
2022 Winter Olympics,62,2022,Slovakia,SVK,1,0,1,2,2022 Winter,0,0.0,0.0,0.0,0.0,0.0,CHN,False,0
2022 Winter Olympics,62,2022,Belarus,BLR,0,2,0,2,2022 Winter,0,0.0,0.0,0.0,0.0,0.0,CHN,False,0
2022 Winter Olympics,62,2022,Spain,ESP,0,1,0,1,2022 Winter,0,0.0,0.0,0.0,0.0,0.0,CHN,False,0
2022 Winter Olympics,62,2022,Ukraine,UKR,0,1,0,1,2022 Winter,0,0.0,0.0,0.0,0.0,0.0,CHN,False,0
2022 Winter Olympics,62,2022,Finland,FIN,2,2,4,8,2022 Winter,0,0.0,0.0,0.0,0.0,0.0,CHN,False,0
2022 Winter Olympics,62,2022,Czechia,CZE,1,0,1,2,2022 Winter,0,0.0,0.0,0.0,0.0,0.0,CHN,False,0
2022 Winter Olympics,62,2022,Slovenia,SLO,2,3,2,7,2022 Winter,0,0.0,0.0,0.0,0.0,0.0,CHN,False,0
2022 Winter Olympics,62,2022,Switzerland,SUI,7,2,6,15,2022 Winter,0,0.0,0.0,0.0,0.0,0.0,CHN,False,0
2022 Winter Olympics,62,2022,Italy,ITA,2,7,8,17,2022 Winter,0,0.0,0.0,0.0,0.0,0.0,CHN,False,0
2022 Winter Olympics,62,2022,Japan,JPN,3,6,9,18,2022 Winter,0,0.0,0.0,0.0,0.0,0.0,CHN,False,0
2022 Winter Olympics,62,2022,Canada,CAN,4,8,14,26,2022 Winter,0,0.0,0.0,0.0,0.0,0.0,CHN,False,0
2022 Winter Olympics,62,2022,France,FRA,5,7,2,14,2022 Winter,0,0.0,0.0,0.0,0.0,0.0,CHN,False,0
2022 Winter Olympics,62,2022,ROC,ROC,6,12,14,32,2022 Winter,0,0.0,0.0,0.0,0.0,0.0,CHN,False,0
2022 Winter Olympics,62,2022,Austria,AUT,7,7,4,18,2022 Winter,0,0.0,0.0,0.0,0.0,0.0,CHN,False,0
2022 Winter Olympics,62,2022,Netherlands,NED,8,5,4,17,2022 Winter,0,0.0,0.0,0.0,0.0,0.0,CHN,False,0
2022 Winter Olympics,62,2022,Sweden,SWE,8,5,5,18,2022 Winter,0,0.0,0.0,0.0,0.0,0.0,CHN,False,0
2022 Winter Olympics,62,2022,United States,USA,8,10,7,25,2022 Winter,0,0.0,0.0,0.0,0.0,0.0,CHN,False,0
2022 Winter Olympics,62,2022,People's Republic of China,CHN,9,4,2,15,2022 Winter,0,0.0,0.0,0.0,0.0,0.0,CHN,True,1
2022 Winter Olympics,62,2022,Germany,GER,12,10,5,27,2022 Winter,0,0.0,0.0,0.0,0.0,0.0,CHN,False,0
2022 Winter Olympics,62,2022,Norway,NOR,16,8,13,37,2022 Winter,0,0.0,0.0,0.0,0.0,0.0,CHN,False,0
2022 Winter Olympics,62,2022,Latvia,LAT,0,0,1,1,2022 Winter,0,0.0,0.0,0.0,0.0,0.0,CHN,False,0
2022 Winter Olympics,62,2022,Republic of Korea,KOR,2,5,2,9,2022 Winter,0,0.0,0.0,0.0,0.0,0.0,CHN,False,0
2022 Winter Olympics,62,2022,Poland,POL,0,0,1,1,2022 Winter,0,0.0,0.0,0.0,0.0,0.0,CHN,False,0
